Model,Accuracy,Macro-F1,TrainTimeSeconds,Notes
LR,0.8831642705976793,0.8395499646515304,2.070793867111206,"best_C=5.0; solver=lbfgs; grid=[0.1, 1.0, 5.0]"
XGB,0.9340290447347296,0.8999041089756405,209.0012040138245,best_iter=1953
SANN,0.9362913230679413,0.909424442223109,37.818954944610596,hidden=256 dropout=0.1 bn=True relu temp=0.5904
