resolution,n_clusters,ari_coarse,nmi_coarse,ari_fine,nmi_fine,silhouette,runtime_s
0.3,16,0.21151975007687207,0.46117539372729677,0.5488099597908255,0.7244901195439071,0.061315082,59.655956983566284
0.4,20,0.1660144166083987,0.4240771893946088,0.6167897816766809,0.7839037246729283,0.070046335,81.26006388664246
0.5,23,0.11968057482191596,0.3982044162495114,0.7312477962138886,0.8816111296708038,0.06804461,50.75335693359375
0.6,27,0.09711529184854682,0.3798923266157249,0.621480309293268,0.7968308008282454,0.06429299,64.35674810409546
0.8,39,0.0710627681993635,0.3493395822296992,0.529835287320924,0.7501061270703103,0.06542477,81.35663604736328
1.0,44,0.048488792380070846,0.33184495270171527,0.4172086597648502,0.7149063975972247,0.053605102,81.97475004196167
