round,train_loss,val_loss,elapsed_seconds,val_macro_f1,val_acc
1,2.5073803611632606,2.508421859560259,6.486491835407749,0.7509338045532811,0.8163052543786489
2,2.3967913962286618,2.398179396079718,12.972983670815498,,
3,2.2967249606101507,2.29874959933549,19.459475506223246,,
4,2.2079800833050727,2.2102199853013413,25.945967341630997,,
5,2.1273689400826323,2.1300171212517687,32.432459177038744,,
6,2.0563965171153655,2.059938929645691,38.91895101244649,,
7,1.989605609818408,1.9933020239625998,45.40544284785424,,
8,1.927775838836285,1.9318546201657811,51.891934683261994,,
9,1.8704986332720164,1.8754028245694843,58.37842651866974,,
10,1.8154739353500498,1.8206547480558135,64.86491835407749,,
11,1.7647448587272876,1.7706323306296048,71.35141018948524,0.7534063967414417,0.8311092577147623
12,1.7174698127818304,1.724048781509296,77.83790202489298,,
13,1.6721356555597517,1.6793940911897527,84.32439386030073,,
14,1.6290712322898997,1.6366932457740153,90.81088569570848,,
15,1.5890229194103127,1.5968011753871303,97.29737753111624,,
16,1.5503784090315749,1.558745568597983,103.78386936652399,,
17,1.5122938682807558,1.5212265976624653,110.27036120193173,,
18,1.478175682425071,1.4877457929164595,116.75685303733948,,
19,1.4459688966277189,1.4559849325918575,123.24334487274723,,
20,1.4152242733918992,1.4253579923841135,129.72983670815498,,
21,1.3842440448786484,1.3946669614493996,136.21632854356272,0.7679259649377028,0.8392410341951626
22,1.354165494879758,1.3652580324886638,142.70282037897047,,
23,1.3256308030508768,1.3372901795405563,149.18931221437822,,
24,1.2973224366551679,1.3093112609826891,155.67580404978597,,
25,1.2702396783643461,1.2826496266742067,162.1622958851937,,
26,1.2444082843893052,1.2570612120618414,168.64878772060146,,
27,1.220382983340509,1.233439104123549,175.1352795560092,,
28,1.196964707348555,1.21023413822291,181.62177139141696,,
29,1.1749462671815287,1.1883878852920398,188.10826322682473,,
30,1.1522313774078108,1.1658075489383424,194.59475506223248,,
31,1.1306484873410667,1.144601011271274,201.08124689764023,0.7676437781428278,0.8421601334445371
32,1.1102014173143575,1.1245333372403226,207.56773873304797,,
33,1.0912307769122969,1.1058995591987661,214.05423056845572,,
34,1.0731424161839929,1.0880872835036215,220.54072240386347,,
35,1.0544998378506854,1.0698634302173682,227.02721423927122,,
36,1.0365455474154959,1.0520352976609508,233.51370607467896,,
37,1.0187779346579835,1.0346382614271754,240.0001979100867,,
38,1.0028061626413822,1.0189478160367598,246.48668974549446,,
39,0.9866033435069482,1.002954628769063,252.9731815809022,,
40,0.971386887077019,0.987945617239509,259.45967341630995,,
41,0.9565882030382084,0.9732590524092926,265.94616525171773,0.7725909481369183,0.8479983319432861
42,0.9411998204007399,0.9582214504915342,272.43265708712545,,
43,0.9264786937604073,0.9438707056743488,278.9191489225332,,
44,0.9123501504946041,0.9300790706197355,285.40564075794094,,
45,0.8981401557513427,0.9161179443018153,291.8921325933487,,
46,0.8842926479720508,0.9024983048874006,298.37862442875644,,
47,0.8714320170265102,0.8901197385785479,304.8651162641642,,
48,0.8585041806052429,0.877711633781128,311.35160809957193,,
49,0.8461737853819362,0.8656924950569446,317.8380999349797,,
50,0.8344857389896363,0.8540809016062678,324.3245917703874,,
51,0.8219155115064944,0.8417432056778764,330.8110836057952,0.7882628743973132,0.8559216013344454
52,0.8106991342786084,0.8306340572235483,337.2975754412029,,
53,0.7991445787786645,0.8194859172648644,343.7840672766107,,
54,0.7878359457727065,0.8083995251393596,350.2705591120184,,
55,0.7771091677208948,0.7978105949699332,356.7570509474262,,
56,0.7667609899500756,0.7877616680245085,363.2435427828339,,
57,0.7568810614185966,0.7780629102081632,369.7300346182417,,
58,0.7470210406951955,0.7683246685463851,376.21652645364946,,
59,0.7369666517751685,0.7584770369507354,382.7030182890572,,
60,0.7276713125538371,0.7494134416895374,389.18951012446496,,
61,0.718356801643379,0.7405294328990134,395.6760019598727,0.7901374094253499,0.8619683069224353
