epoch,train_loss,val_acc,val_macro_f1,lr
1,1.5279670943788832,0.7120315581854043,0.6869966098045857,5.9999999999999995e-05
2,1.1631272295723387,0.878698224852071,0.8045808732758916,8.999999999999999e-05
3,0.775387803824167,0.9260355029585798,0.8552453482890059,0.00011999999999999999
4,0.6585277888436172,0.9497041420118343,0.8966879654843829,0.00015
5,0.5462257382265373,0.9625246548323472,0.9220919675028354,0.00017999999999999998
6,0.37025386144855893,0.9694280078895463,0.9309479014586994,0.00020999999999999998
7,0.41480074461788186,0.9783037475345168,0.9519619247850942,0.00023999999999999998
8,0.4374474962773761,0.9792899408284024,0.9518570111858174,0.00027
9,0.3249136078947102,0.985207100591716,0.9661797794275804,0.0003
10,0.3960366107959269,0.9861932938856016,0.969841503365448,0.0003
11,0.4386887533751039,0.9812623274161736,0.9542473182912753,0.0002999794957488703
12,0.3610324036112071,0.9792899408284024,0.9517251664346255,0.0002999179886011389
13,0.415597147928307,0.9861932938856016,0.9665472332815634,0.0002998154953722457
14,0.3665422380883714,0.9842209072978304,0.963217886489107,0.00029967204408281613
15,0.34937910631838615,0.9871794871794872,0.9692965653671702,0.00029948767395100045
16,0.36095342052514173,0.9861932938856016,0.9664506661918958,0.0002992624353817517
17,0.3430969749984635,0.9861932938856016,0.9672034332221795,0.0002989963899530457
18,0.38146386123301257,0.9832347140039448,0.9602780906701585,0.00029868961039904624
19,0.35813091612293857,0.985207100591716,0.9653335435923995,0.00029834218059022024
20,0.38068608254775366,0.985207100591716,0.9651462630156958,0.00029795419551040833
21,0.36989588226116465,0.9881656804733728,0.9717101428648667,0.00029752576123085736
22,0.3141097836922802,0.9891518737672583,0.9738801694950479,0.0002970569948812214
23,0.3465069177090956,0.9901380670611439,0.9760896137972381,0.0002965480246175399
24,0.3342406885869656,0.9871794871794872,0.9694859967102317,0.0002959989895872009
25,0.27479672776457326,0.9911242603550295,0.9784326282290395,0.0002954100398908995
26,0.39269781809995435,0.9891518737672583,0.972815321355555,0.0002947813365416023
27,0.3928845166163856,0.9891518737672583,0.973340281711631,0.0002941130514205272
28,0.4285382145294572,0.9881656804733728,0.9711303015805244,0.0002934053672301536
29,0.2997034318267801,0.9911242603550295,0.9784326282290395,0.00029265847744427303
30,0.369149870236604,0.9901380670611439,0.9755909280616507,0.00029187258625509513
31,0.3174842114153015,0.9921104536489151,0.9813432241779918,0.00029104790851742417
32,0.29702688905106944,0.9911242603550295,0.9784326282290395,0.0002901846696899191
33,0.3170231281880881,0.9921104536489151,0.9813432241779918,0.00028928310577345606
34,0.3505823912726803,0.9901380670611439,0.9760896137972381,0.0002883434632466077
35,0.33982185475673515,0.9891518737672583,0.9739720017479133,0.00028736599899825856
36,0.360688147355587,0.9881656804733728,0.9711303015805244,0.00028635098025737434
37,0.35387234273561197,0.9891518737672583,0.973340281711631,0.0002852986845199438
38,0.37831593738624975,0.9891518737672583,0.973340281711631,0.0002842093994731145
39,0.35417444018185307,0.9901380670611439,0.9755909280616507,0.00028308342291654174
40,0.31612720902915786,0.9901380670611439,0.9755909280616507,0.00028192106268097334
41,0.271887351854764,0.9911242603550295,0.9784326282290395,0.00028072263654409154
42,0.30463076584186394,0.9901380670611439,0.9755909280616507,0.0002794884721436361
43,0.3254798454826589,0.9921104536489151,0.9807252437672153,0.00027821890688783083
44,0.2910710794015847,0.9921104536489151,0.9813432241779918,0.0002769142878631403
45,0.273955448258222,0.9930966469428008,0.9836358397161675,0.00027557497173937923
46,0.35195559852634634,0.9911242603550295,0.9784326282290395,0.000274201324672203
47,0.29566716550120403,0.9921104536489151,0.9807252437672153,0.00027279372220300385
48,0.3305797139001092,0.9911242603550295,0.9784326282290395,0.0002713525491562421
49,0.33244756071680437,0.9921104536489151,0.9807252437672153,0.00026987819953423867
50,0.37223854524013394,0.9891518737672583,0.973340281711631,0.00026837107640945905
51,0.28606794012871295,0.9911242603550295,0.9784326282290395,0.0002668315918143169
52,0.3262354467572608,0.9921104536489151,0.9807252437672153,0.00026526016662852886
53,0.34901615985588774,0.9891518737672583,0.9739720017479133,0.00026365723046405023
54,0.3375926826325632,0.9911242603550295,0.9778835435998264,0.0002620232215476231
55,0.3018981102117257,0.9930966469428008,0.9836358397161675,0.0002603585866009697
56,0.37329864900424287,0.9911242603550295,0.9778835435998264,0.0002586637807186633
57,0.32641135351239475,0.9921104536489151,0.9807252437672153,0.00025693926724370956
58,0.32518029337473897,0.9921104536489151,0.9807252437672153,0.00025518551764087326
59,0.2619022353445919,0.9911242603550295,0.9784326282290395,0.00025340301136778483
60,0.3187327688782992,0.9921104536489151,0.9807252437672153,0.00025159223574386114
61,0.27340101448606313,0.9921104536489151,0.9807252437672153,0.0002497536858170772
62,0.31764075334357683,0.9911242603550295,0.9778835435998264,0.00024788786422862526
63,0.27129613676609105,0.9911242603550295,0.9784326282290395,0.00024599528107549745
64,0.35908452855179235,0.9911242603550295,0.9784326282290395,0.00024407645377103054
65,0.319100050873079,0.9911242603550295,0.9784326282290395,0.00024213190690345018
66,0.35445539773672735,0.9921104536489151,0.9807252437672153,0.00024016217209245374
67,0.3007827560549659,0.9911242603550295,0.9784326282290395,0.000238167787843871
68,0.2472674788538792,0.9921104536489151,0.9807252437672153,0.0002361492994024415
69,0.2681100002404375,0.9930966469428008,0.9836358397161675,0.0002341072586027509
70,0.36820328667303315,0.9911242603550295,0.9784326282290395,0.00023204222371836405
71,0.2840951209612876,0.9911242603550295,0.9784326282290395,0.00022995475930919905
72,0.31015956247209836,0.9901380670611439,0.9755909280616507,0.00022784543606718227
73,0.3441596168163427,0.9911242603550295,0.9784326282290395,0.00022571483066022657
74,0.3157599691228946,0.9911242603550295,0.9784326282290395,0.0002235635255745762
75,0.2836521778847182,0.9921104536489151,0.9807252437672153,0.00022139210895556104
76,0.3061837322366603,0.9911242603550295,0.9784326282290395,0.00021920117444680317
77,0.3349051427998915,0.9921104536489151,0.9807252437672153,0.00021699132102792097
78,0.29327630166555846,0.9921104536489151,0.9807252437672153,0.0002147631528507739
79,0.3403105753211922,0.9911242603550295,0.9784326282290395,0.00021251727907429355
80,0.29612849283351206,0.9911242603550295,0.9784326282290395,0.0002102543136979454
