iteration,train_loss,val_loss,val_acc,val_macro_f1,elapsed_seconds
1,0.8808659975618601,0.879508511244864,0.975604670558799,0.972937022988552,0.026918888092041016
2,0.19650131082078925,0.1928250497438352,0.9770642201834863,0.9751089055615051,0.08818888664245605
3,0.06933921796278164,0.06589226842221724,0.9776897414512093,0.9772297734292078,0.15613317489624023
4,0.05314649487982043,0.05180899334985615,0.9793577981651376,0.9870633643765236,0.23846983909606934
5,0.04904372716791511,0.04724030232395199,0.9831109257714762,0.9901836710043602,0.3303821086883545
6,0.04776609270493564,0.04790690970522245,0.981442869057548,0.9889700858435866,0.43277597427368164
7,0.04682196574073699,0.04606164804570218,0.9822768974145121,0.9900181427260722,0.5407381057739258
8,0.046215609848892,0.04643399248469427,0.9826939115929941,0.989919074621351,0.6588790416717529
9,0.04598040317629551,0.04585051125120426,0.9822768974145121,0.9900219510702153,0.783980131149292
10,0.045740186359081614,0.045874869692633664,0.9824854045037531,0.9898100131518625,0.9129190444946289
11,0.04559985057497048,0.04547335182684614,0.982068390325271,0.9899129637748061,1.0490260124206543
12,0.04551006462371761,0.045723059676684503,0.9822768974145121,0.9900219510702153,1.1943821907043457
13,0.04547746893680716,0.04552999949678977,0.9824854045037531,0.9901309816399433,1.3635971546173096
14,0.04541321728256123,0.045599094319753654,0.9824854045037531,0.9903627587416926,1.6407082080841064
15,0.04539009134363579,0.04549185533731498,0.9822768974145121,0.990253771265518,1.8062090873718262
16,0.045364833745732656,0.0455912277080065,0.9822768974145121,0.990253771265518,1.9754250049591064
17,0.04534966121569989,0.04553280210911745,0.9826939115929941,0.9904717894899404,2.163336992263794
18,0.045335519099260986,0.04549442809323736,0.9826939115929941,0.9904717894899404,2.369103193283081
19,0.045324007227115576,0.0455429024889961,0.9824854045037531,0.9903627587416926,2.5664498805999756
20,0.04531016977578845,0.04548915084328512,0.9824854045037531,0.9903627587416926,2.7750191688537598
25,0.04529803045368083,0.04548685721913549,0.9824854045037531,0.9903627587416926,3.015934944152832
30,0.045288790711161736,0.0454827498104382,0.9824854045037531,0.9903627587416926,3.30959415435791
35,0.045281453971564085,0.04548477420507564,0.9826939115929941,0.9904717894899404,3.6437809467315674
40,0.0452794870718081,0.04548165669190206,0.9824854045037531,0.9903627587416926,4.019047975540161
45,0.045277308081715636,0.045467463555546976,0.9824854045037531,0.9903627587416926,4.448959112167358
50,0.04527760144927484,0.04547945211209064,0.9824854045037531,0.9903627587416926,4.928296089172363
55,0.0452777308746343,0.045476597265533485,0.9824854045037531,0.9903627587416926,5.428837060928345
60,0.04527766025032439,0.04547599150058619,0.9824854045037531,0.9903627587416926,5.975306987762451
65,0.04527765374529295,0.04547641199076343,0.9824854045037531,0.9903627587416926,6.564602851867676
70,0.04527763456197345,0.045475987664365794,0.9824854045037531,0.9903627587416926,7.179725170135498
75,0.04527763722845457,0.045476043124784864,0.9824854045037531,0.9903627587416926,7.859764099121094
80,0.04527763438692267,0.04547603520288819,0.9824854045037531,0.9903627587416926,8.569018125534058
85,0.04527763462036355,0.04547603286555282,0.9824854045037531,0.9903627587416926,8.733673095703125
90,0.04527763462059212,0.04547603173506027,0.9824854045037531,0.9903627587416926,8.785147905349731
95,0.04527763461308752,0.04547603269947246,0.9824854045037531,0.9903627587416926,8.836797952651978
100,0.045277634612739225,0.04547603199667462,0.9824854045037531,0.9903627587416926,8.888072967529297
150,0.04527763460493119,0.045476032519731216,0.9824854045037531,0.9903627587416926,8.939247846603394
200,0.04527763460485603,0.04547603179051394,0.9824854045037531,0.9903627587416926,8.990869045257568
250,0.04527763459599249,0.04547603229651586,0.9824854045037531,0.9903627587416926,9.041301965713501
300,0.04527763459629629,0.04547603156753585,0.9824854045037531,0.9903627587416926,9.093106031417847
350,0.04527763458417489,0.04547603188345733,0.9824854045037531,0.9903627587416926,9.145018100738525
400,0.04527763458506701,0.0454760310725316,0.9824854045037531,0.9903627587416926,9.197079181671143
450,0.04527763456024747,0.04547603113553117,0.9824854045037531,0.9903627587416926,9.249242067337036
500,0.04527763456244747,0.045476030016109774,0.9824854045037531,0.9903627587416926,9.305180072784424
