epoch,train_loss,val_loss,val_accuracy,val_macro_f1
1,0.755268286635928,0.3542274104630258,0.882661996497373,0.8143450285520137
2,0.3121177220505123,0.2679559997627071,0.9011967308814944,0.8543963811094917
3,0.2515694839592028,0.22857601287346865,0.9146234676007006,0.8797568911925353
4,0.21814771995626064,0.20807344332920202,0.923671920607122,0.8920192365700909
5,0.1979873594056104,0.191986325708524,0.9268826619964974,0.8990778205471391
6,0.1815238274890383,0.18719850929418086,0.9280502043199066,0.9041465829762244
7,0.16657757246500757,0.17844258403645855,0.9296555750145943,0.9075655781991552
8,0.15935341592391905,0.17708980842285246,0.9330122591943958,0.910056182467964
9,0.15129016278256496,0.1702315141966102,0.9330122591943958,0.9121131652358005
10,0.14441121071651644,0.16657347105534817,0.9365148861646234,0.9147630300026222
11,0.13954041817385907,0.1677800266890935,0.9347635726795096,0.9101347721304539
12,0.13428515746005992,0.1650511300918726,0.9366608289550497,0.9156063794884688
13,0.1299147640329899,0.16060672203699747,0.9387040280210157,0.9188903391746835
14,0.12589207881674405,0.16285226504077566,0.935055458260362,0.9130045101847923
15,0.12170877298316315,0.16032703896746325,0.938849970811442,0.9171236322836129
16,0.11933281968676333,0.16020201235331086,0.9394337419731466,0.91822865633106
17,0.11752342686299762,0.16358437355644717,0.9394337419731466,0.9172126563880931
18,0.11574120929998241,0.15990437616817588,0.939871570344425,0.9169507346732754
19,0.11232152950007536,0.1593287867008422,0.9389959136018681,0.9142435414022
20,0.1079541139007435,0.1575722968237343,0.9404553415061296,0.9199985595478857
