Model,Accuracy,Macro-F1,TrainTimeSeconds,Notes
LR,0.8831642705976793,0.8395499646515304,3.3174848556518555,"input=PCA; best_C=5.0; solver=lbfgs; grid=[0.1, 1.0, 5.0]"
XGB,0.9340290447347296,0.8999041089756405,264.6275930404663,input=PCA; best_iter=1953
SANN,0.9383346712398745,0.9098135987263003,108.63526201248169,input=dual_encoder(expr_PCA_branch+mask_PCA_branch); branch=256→128; fusion=128→14; dropout=0.05; bn=True; class_weighted=True; lr=8e-4; l1_lambda=5e-08; temp_scaling=off
