round,train_loss,val_loss,elapsed_seconds,val_macro_f1,val_acc
1,2.515737323460926,2.5183439072814955,0.10122853410243988,0.5941108663953221,0.7489574645537949
2,2.4045676703923813,2.408716960883916,0.20245706820487977,,
3,2.3113579941796836,2.316965573374881,0.30368560230731967,,
4,2.2270630380010883,2.2345951048407184,0.40491413640975954,,
5,2.149190068413414,2.1577725784543955,0.5061426705121994,,
6,2.077846973251306,2.087562453831306,0.6073712046146393,,
7,2.0139705605713605,2.0245471043920795,0.7085997387170792,,
8,1.9536471810178146,1.965188052228732,0.8098282728195191,,
9,1.896589010142575,1.9089998106741726,0.9110568069219589,,
10,1.843169339618306,1.8563279700935433,1.0122853410243988,,
11,1.7938326137622314,1.8079250913992635,1.1135138751268387,0.6594220717259659,0.8037948290241869
12,1.7467294495959909,1.7615562838450185,1.2147424092292787,,
13,1.7020134700465717,1.717631835555712,1.3159709433317184,,
14,1.6597479682258032,1.6764647389969496,1.4171994774341583,,
15,1.6194439344809817,1.6371061644074916,1.5184280115365982,,
16,1.5820133519077104,1.6004618667532147,1.6196565456390382,,
17,1.5460302837558801,1.5650658685033574,1.7208850797414779,,
18,1.5112178569976742,1.531211734016902,1.8221136138439178,,
19,1.4779828042251093,1.4983806411259566,1.9233421479463577,,
20,1.4461188889715908,1.4674167680158727,2.0245706820487976,,
21,1.4158590418305157,1.4376227608365353,2.1257992161512376,0.6821469805309223,0.8096330275229358
22,1.387013560482289,1.4092637698684165,2.2270277502536775,,
23,1.359467350447278,1.3825208513412603,2.3282562843561174,,
24,1.3321117101374975,1.3558098343733056,2.4294848184585573,,
25,1.3068072290579733,1.3311591841485522,2.530713352560997,,
26,1.281392559475774,1.3064067806921171,2.6319418866634368,,
27,1.2565745027656725,1.2821518364824585,2.7331704207658767,,
28,1.2332928228973776,1.259648287229184,2.8343989548683166,,
29,1.2109105982850832,1.2377908859554185,2.9356274889707565,,
30,1.1884302850165769,1.2157275209186273,3.0368560230731965,,
31,1.167193752464126,1.1950107624224566,3.1380845571756364,0.7023905651904104,0.8183903252710593
32,1.1463952551504313,1.1747139343204251,3.2393130912780763,,
33,1.1265137028308583,1.1555039398838223,3.3405416253805162,,
34,1.1070390810480053,1.1364871576689402,3.4417701594829557,,
35,1.0883740537834052,1.1181542120619155,3.5429986935853957,,
36,1.0699043996014628,1.1001526575047738,3.6442272276878356,,
37,1.052234051163271,1.0829168812521703,3.7454557617902755,,
38,1.0349376664894487,1.0659261022984137,3.8466842958927154,,
39,1.0181382888108226,1.0494805798742353,3.9479128299951554,,
40,1.0017614856150707,1.03359315329984,4.049141364097595,,
41,0.9858137262716552,1.0181620303010126,4.150369898200035,0.7112791736704186,0.8240200166805671
42,0.9705538806812317,1.0032861032294074,4.251598432302475,,
43,0.9556634586076305,0.9887452325391412,4.352826966404915,,
44,0.9411597580179575,0.9745741340644763,4.454055500507355,,
45,0.926825263143174,0.9605323994925262,4.5552840346097945,,
46,0.9131326359570219,0.9471744583349511,4.656512568712235,,
47,0.8996272168009013,0.9339924970264232,4.757741102814674,,
48,0.8869145843271269,0.9217641773238293,4.858969636917115,,
49,0.8739881669544776,0.9092629344402202,4.960198171019554,,
50,0.8617988603714318,0.897591835886762,5.061426705121994,,
51,0.8495401782974421,0.8855658111234721,5.162655239224434,0.7296716831157387,0.8323603002502085
52,0.8379972642132467,0.874318870997757,5.2638837733268735,,
53,0.8263265260501438,0.8630189428026722,5.365112307429314,,
54,0.8149897397504934,0.8519271046631629,5.466340841531753,,
55,0.8038680082693402,0.8411887306735554,5.567569375634194,,
56,0.7931666622935548,0.8308843871558379,5.668797909736633,,
57,0.7827385784767055,0.8208101149260053,5.770026443839074,,
58,0.7723451114496865,0.8107904493684467,5.871254977941513,,
59,0.7621541123928118,0.8010111137963614,5.972483512043953,,
60,0.7527231938210169,0.7919238947449971,6.073712046146393,,
61,0.7432475464232055,0.7827898568852033,6.174940580248832,0.740017945939613,0.8384070058381985
62,0.7338903524023519,0.7736917584264547,6.276169114351273,,
63,0.7246879830271836,0.7648528813197276,6.377397648453712,,
64,0.7159186786093357,0.7563089473519452,6.478626182556153,,
65,0.7073095284948032,0.7481056624111581,6.579854716658592,,
66,0.6988709974192547,0.740018723440901,6.6810832507610325,,
67,0.6904108536830771,0.7318450558567117,6.782311784863472,,
68,0.6822353980974223,0.7241113583298651,6.8835403189659115,,
69,0.6742561976830258,0.7164572871680852,6.984768853068352,,
70,0.6664788736739637,0.7091599009446395,7.085997387170791,,
