epoch,train_loss,val_loss,val_acc,val_macro_f1,lr
1,0.7211567302698201,0.6360274542859438,0.8894912427022519,0.8410591288444466,0.0008
2,0.37936201704056355,0.9841747631422175,0.9011676396997498,0.8555689363800943,0.0008
3,0.3267454215181081,0.7397580701326508,0.8988740617180984,0.8538315266093834,0.0008
4,0.2967074199351297,0.8316936933865042,0.8967889908256881,0.8426031611501804,0.0008
5,0.27377812999693657,0.6862200609935731,0.8999165971643036,0.8477405581125057,0.0008
6,0.25888301670248864,0.7886405441291736,0.9045037531276063,0.8567025900914602,0.0008
7,0.24557062650005274,0.8612468156395007,0.9045037531276063,0.8560686246939568,0.0008
8,0.2401014928070112,0.8929679196163254,0.9003336113427857,0.8545941219842551,0.0008
9,0.2318938103290664,1.0002206341737105,0.9080483736447039,0.8597858755596229,0.0008
10,0.22772726203467494,1.065426527161316,0.9020016680567139,0.8529665907979496,0.0008
11,0.22491687975875838,0.969092913549875,0.9059633027522935,0.8549843885337419,0.0008
12,0.22381550693788987,0.8484214553244418,0.9076313594662219,0.8522441763169419,0.0008
13,0.22034269416150784,0.8379827065205355,0.9076313594662219,0.8620673782137592,0.0008
14,0.21691313987312866,0.9400311538683961,0.9057547956630525,0.8585814995064228,0.0008
15,0.21553252239421294,0.8501654225801606,0.9101334445371143,0.8586137813671143,0.0008
16,0.216346335373509,0.999872078713623,0.9059633027522935,0.855340080704759,0.0008
17,0.21469542449709852,0.709851502576801,0.9042952460383653,0.8588038179491344,0.0008
18,0.21522219976963225,0.7884110512834872,0.9070058381984988,0.8635221911453514,0.0008
19,0.21518570833183143,0.6474617620474901,0.9067973311092578,0.8624674372052924,0.0008
20,0.21346938865766069,0.830477547953783,0.908882402001668,0.8623556913935236,0.0008
21,0.21177028495985734,0.9626360215973715,0.9053377814845704,0.8550387887586874,0.0008
22,0.21134702267865757,0.9620244699383498,0.9055462885738115,0.8580992422953511,0.0008
23,0.2106193066719097,0.8660892709977832,0.9109674728940784,0.8689214365760282,0.0008
24,0.20917995644032503,0.9109591380122107,0.9059633027522935,0.8580229980103153,0.0008
25,0.2090263154296995,1.0480163531615596,0.9053377814845704,0.8611948198337114,0.0008
26,0.21043446084689404,0.8344054651121182,0.9059633027522935,0.8586175522035405,0.0008
27,0.21156902991889326,0.8689977389708273,0.9067973311092578,0.8593145644373738,0.0008
28,0.2121513849145243,0.896038304849701,0.9055462885738115,0.8582024932371409,0.0008
29,0.20967228971346627,0.9288224130247512,0.9078398665554629,0.8600418044880762,0.0008
30,0.20874707791755331,0.7115101180691039,0.9107589658048374,0.8662870178175905,0.0004
31,0.20703679676797332,0.5964578545968467,0.9107589658048374,0.8652841350731268,0.0004
32,0.20581115792549223,0.6424160005650588,0.908465387823186,0.8618907559948485,0.0004
33,0.2051312620011978,0.63514285929209,0.9118015012510425,0.8694968427555948,0.0004
34,0.20500952872575173,0.6412275019936804,0.9124270225187656,0.8681805420298722,0.0004
35,0.20487362807558115,0.601187652677571,0.9124270225187656,0.8670853916304951,0.0004
36,0.20465455805753216,0.5944220756271464,0.9134695579649708,0.8676183534943646,0.0004
37,0.20451825456366432,0.6021662787211945,0.914720600500417,0.8712596803000124,0.0004
38,0.20449090966789238,0.5825349689524207,0.9149291075896581,0.8704848447005457,0.0004
39,0.20448754479746672,0.5804039883653356,0.9124270225187656,0.8677707960919241,0.0004
40,0.2044337035618186,0.6447256504992229,0.9136780650542119,0.8695608077333364,0.0004
41,0.20431520201959583,0.5737802051225237,0.9134695579649708,0.8683951846175695,0.0004
42,0.20425905344231363,0.6689869481091504,0.9134695579649708,0.8705045896050017,0.0004
43,0.20429570967671726,0.632397132107772,0.9155546288573811,0.8726768983688773,0.0004
44,0.2041969830335776,0.5754000685481453,0.9161801501251042,0.876480024089263,0.0004
45,0.20414892126133952,0.6705246032825403,0.914303586321935,0.8707333399186028,0.0004
46,0.2042010963541046,0.6758470187543133,0.9134695579649708,0.870908479925517,0.0004
47,0.2040349748781825,0.7178927233459753,0.9138865721434529,0.8703539175075301,0.0004
48,0.20402588301897187,0.6827907894083218,0.9130525437864887,0.8675580393468002,0.0004
49,0.2042568730117161,0.7276717868320538,0.9109674728940784,0.866306186103405,0.0004
50,0.20441315496686804,0.6700110360917894,0.9128440366972477,0.8702915959516654,0.0004
51,0.20401116834307775,0.5804057506793135,0.9128440366972477,0.8676103109680003,0.0002
52,0.20376590348742005,0.5397571665580517,0.914095079232694,0.8690931188040069,0.0002
53,0.20352506260392023,0.547714955290722,0.9159716430358632,0.8754378413126666,0.0002
54,0.2033941633446091,0.5451261103153229,0.914095079232694,0.8696635943974099,0.0002
55,0.20326879181295618,0.5432047909552898,0.9132610508757297,0.8672071818098827,0.0002
56,0.20328862174631798,0.5465672416325109,0.914512093411176,0.8697702333641877,0.0002
57,0.20321386473282327,0.573613525406334,0.9134695579649708,0.8697374186985629,0.0002
58,0.20320325135806303,0.563641119689321,0.914303586321935,0.8694251450363301,0.0001
59,0.20307188594937312,0.5079210880550372,0.9151376146788991,0.8707819013710363,0.0001
60,0.20294399435002136,0.5073527515033964,0.9161801501251042,0.8733821351402862,0.0001
61,0.20293985583689614,0.4736554302505099,0.9151376146788991,0.8712727599712081,0.0001
62,0.20293113040207617,0.4817644443931532,0.9149291075896581,0.8731414805832011,0.0001
63,0.20285741658137948,0.5214075743654949,0.914720600500417,0.8706953061571483,0.0001
64,0.2028564003881971,0.49586901737313355,0.9132610508757297,0.8690621181352877,0.0001
65,0.20283087278054018,0.4893223522751405,0.914512093411176,0.8692485834324744,5e-05
66,0.20279045394061823,0.4595281509084439,0.9159716430358632,0.8723327451481178,5e-05
