epoch,train_loss
1,0.6323688770449438
2,0.2904642489067344
3,0.2457940143208171
4,0.22116352236548134
5,0.2069045398817506
6,0.19034700206545896
7,0.18777022874632546
8,0.1821398582915927
9,0.17813330843698147
10,0.1669355445129927
11,0.16259157047715297
12,0.15736422999653704
13,0.15342237294413322
14,0.15148557192364404
15,0.15336157554803892
16,0.15282245489747026
17,0.15070688270552213
18,0.14955131019963774
19,0.14432090555512628
20,0.14172917656427206
