Model,Accuracy,Macro-F1,TrainTimeSeconds,Notes
LR,0.8831642705976793,0.8395499646515304,2.746293067932129,"input=PCA; best_C=5.0; solver=lbfgs; grid=[0.1, 1.0, 5.0]"
XGB,0.9340290447347296,0.8999041089756405,196.11973404884336,input=PCA; best_iter=1953
SANN,0.9145442603809385,0.8769927627410447,772.4600548744202,input=HVG+mask; hidden=768; dropout=0.0; bn=True; relu=True; weight_decay=0.0; l1_lambda=1e-07; temp_scaling=off
