tool,scvi_version,n_hvg,scvi_epochs,scanvi_epochs,seed,n_samples_per_label,run_tag,scvi_time_min,scanvi_time_min,total_time_min,accelerator
scANVI,1.4.2,2000,100,50,42,,baseline_seed42,12.550421516100565,14.414580241839092,27.360263347625732,gpu
